[1:1:0906/105916.850805:INFO:cpu_info.cc(46)] Available number of cores: 4
[23572:23572:0906/105949.189319:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.189354:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.189378:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.195665:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.195715:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.195732:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.201745:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.201800:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.201817:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.209001:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.209047:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.209064:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.215414:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.215467:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.215485:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.222071:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.222107:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.222132:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.228114:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.228286:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.228321:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.234898:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.234934:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.234958:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.240771:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.240816:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
[23572:23572:0906/105949.240842:INFO:CONSOLE(79)] "ost_rozdz:undefined", source: https://aztec.aspartus.pl/js/skaner.js (79)
[23572:23572:0906/105949.247519:INFO:CONSOLE(133)] "navigator.getUserMedia error: ", source: https://aztec.aspartus.pl/js/skaner.js (133)
[23572:23572:0906/105949.247557:INFO:CONSOLE(137)] "zdjęto undefined", source: https://aztec.aspartus.pl/js/skaner.js (137)
